payment_id,order_id,customer_id,amount,fee_amount,status,paid_at,method
422,458,198,262.54,7.91,captured,2026-08-14 20:00:00,wire
423,459,472,164.78,5.08,captured,2026-03-18 17:00:00,paypal
424,460,245,224.06,6.8,refunded,2025-07-02 02:00:00,wire
425,462,45,288.83,8.68,captured,2026-03-30 12:00:00,card
426,463,215,181.59,5.57,captured,2025-09-09 17:00:00,card
427,464,436,152.93,4.73,captured,2025-11-16 10:00:00,paypal
428,466,6,286.1,8.6,captured,2025-06-25 00:00:00,card
429,467,368,52.16,1.81,captured,2025-03-05 07:00:00,paypal
430,467,368,52.15,1.81,captured,2025-03-05 13:00:00,card
431,468,42,256.97,7.75,captured,2025-09-09 05:00:00,paypal
432,469,151,150.91,4.68,captured,2025-05-14 11:00:00,wire
433,470,407,71.48,2.37,captured,2025-12-03 06:00:00,wire
434,470,407,71.49,2.37,captured,2025-12-02 17:00:00,card
435,471,446,779.5,22.91,captured,2026-06-04 22:00:00,ach
436,472,66,296.09,8.89,captured,2026-04-09 01:00:00,wire
437,473,249,128.23,4.02,captured,2026-03-20 23:00:00,wire
438,474,397,235.2,7.12,captured,2025-11-25 23:00:00,wire
439,475,196,319.21,9.56,captured,2026-06-26 17:00:00,wire
440,476,176,295.94,8.88,captured,2026-07-19 06:00:00,paypal
441,477,272,35.32,1.32,captured,2026-04-08 09:00:00,card
442,478,389,189.0,5.78,captured,2025-03-13 05:00:00,card
443,479,21,217.67,6.61,captured,2025-06-30 17:00:00,paypal
444,480,26,189.96,5.81,captured,2026-08-07 12:00:00,card
445,481,54,128.36,4.02,captured,2025-02-14 14:00:00,ach
446,482,171,241.85,7.31,captured,2025-12-02 03:00:00,paypal
447,484,241,59.15,2.02,captured,2025-08-27 20:00:00,card
448,485,151,43.98,1.58,captured,2026-03-06 02:00:00,wire
449,486,313,242.44,7.33,captured,2025-02-18 02:00:00,ach
450,487,161,294.44,8.84,captured,2025-05-15 11:00:00,card
451,489,155,37.11,1.38,captured,2025-04-15 18:00:00,ach
452,490,123,190.26,5.82,refunded,2025-09-23 14:00:00,card
453,492,330,143.31,4.46,refunded,2026-07-25 10:00:00,wire
454,493,24,360.06,10.74,captured,2025-10-25 03:00:00,card
455,495,25,113.93,3.6,captured,2025-02-25 06:00:00,ach
456,496,398,99.36,3.18,captured,2025-02-06 19:00:00,card
457,497,314,184.31,5.64,captured,2025-08-29 00:00:00,wire
458,499,165,47.64,1.68,refunded,2026-07-17 23:00:00,ach
459,500,24,227.15,6.89,captured,2025-10-26 04:00:00,wire
460,502,40,143.48,4.46,captured,2026-06-02 17:00:00,card
461,503,73,77.28,2.54,captured,2026-06-12 14:00:00,ach
462,504,394,474.5,14.06,captured,2026-04-20 07:00:00,card
463,505,190,268.14,8.08,captured,2025-09-25 14:00:00,paypal
464,506,441,552.02,16.31,captured,2025-05-13 01:00:00,paypal
465,509,418,220.8,6.7,captured,2026-05-14 01:00:00,ach
466,510,231,108.98,3.46,captured,2025-03-24 11:00:00,ach
467,511,160,160.27,4.95,captured,2025-09-11 01:00:00,card
468,512,385,287.37,8.63,captured,2025-11-04 20:00:00,wire
469,513,416,37.49,1.39,captured,2025-12-05 00:00:00,paypal
470,513,416,37.5,1.39,captured,2025-12-05 08:00:00,ach
471,514,150,366.73,10.94,captured,2025-02-24 08:00:00,paypal
472,515,412,101.44,3.24,captured,2025-11-16 12:00:00,paypal
473,515,412,101.45,3.24,captured,2025-11-16 05:00:00,card
474,516,496,332.48,9.94,captured,2025-06-03 06:00:00,wire
475,518,424,57.23,1.96,captured,2026-05-16 02:00:00,card
476,519,44,191.85,5.86,captured,2025-10-07 23:00:00,ach
477,520,444,365.58,10.9,captured,2025-09-01 16:00:00,ach
478,521,446,177.63,5.45,captured,2025-01-13 03:00:00,paypal
479,522,428,183.99,5.64,captured,2026-08-28 14:00:00,paypal
480,523,175,211.92,6.45,captured,2025-12-29 01:00:00,card
481,524,467,40.72,1.48,captured,2026-04-07 09:00:00,wire
482,525,277,387.31,11.53,captured,2025-09-23 08:00:00,card
483,526,33,22.15,0.94,captured,2025-06-11 21:00:00,ach
484,527,425,355.57,10.61,captured,2025-06-16 21:00:00,wire
485,528,455,73.01,2.42,captured,2025-01-05 12:00:00,card
486,528,455,73.01,2.42,captured,2025-01-05 06:00:00,paypal
487,529,152,249.22,7.53,captured,2026-06-24 13:00:00,card
488,531,285,305.94,9.17,captured,2025-08-03 22:00:00,card
489,532,180,275.15,8.28,refunded,2026-03-06 11:00:00,paypal
490,533,320,260.07,7.84,captured,2025-03-21 16:00:00,paypal
491,534,186,32.45,1.24,captured,2025-10-13 16:00:00,paypal
492,535,109,100.72,3.22,captured,2025-09-24 02:00:00,paypal
493,536,117,238.74,7.22,captured,2026-07-06 16:00:00,ach
494,537,329,388.09,11.55,captured,2026-05-02 20:00:00,card
495,538,220,90.46,2.92,captured,2026-04-13 22:00:00,card
496,539,8,96.45,3.1,captured,2025-06-07 20:00:00,wire
497,540,253,235.61,7.13,captured,2025-11-14 00:00:00,paypal
498,541,394,364.33,10.87,captured,2026-08-20 00:00:00,card
499,541,394,364.33,10.87,captured,2026-08-19 21:00:00,card
500,542,75,123.8,3.89,captured,2025-01-13 07:00:00,ach
501,543,123,153.64,4.76,captured,2026-02-02 23:00:00,card
502,544,180,126.1,3.96,captured,2025-07-25 14:00:00,paypal
503,545,464,170.14,5.23,captured,2026-03-29 20:00:00,ach
504,546,175,402.28,11.97,captured,2025-10-30 04:00:00,card
505,547,419,153.52,4.75,captured,2026-03-05 05:00:00,ach
506,548,338,581.09,17.15,captured,2025-06-03 10:00:00,card
507,549,497,207.45,6.32,captured,2026-06-23 05:00:00,wire
508,550,291,351.75,10.5,captured,2026-05-25 23:00:00,ach
509,551,159,150.2,4.66,captured,2026-01-23 06:00:00,paypal
510,552,359,76.5,2.52,captured,2025-09-16 01:00:00,ach
511,553,46,141.14,4.39,captured,2025-04-04 10:00:00,wire
512,554,392,242.63,7.34,captured,2025-05-04 07:00:00,wire
513,555,118,47.57,1.68,captured,2025-09-02 23:00:00,wire
514,555,118,47.57,1.68,captured,2025-09-03 03:00:00,paypal
515,556,334,385.16,11.47,captured,2026-04-21 06:00:00,ach
516,557,291,137.79,4.3,captured,2026-07-31 05:00:00,card
517,558,121,89.21,2.89,captured,2026-01-05 18:00:00,wire
518,559,241,691.22,20.35,captured,2026-07-27 08:00:00,wire
519,560,252,88.75,2.87,captured,2025-05-01 10:00:00,card
520,561,384,134.44,4.2,refunded,2026-03-30 14:00:00,paypal
521,562,234,297.39,8.92,captured,2025-11-22 02:00:00,wire
522,563,30,120.35,3.79,captured,2025-03-28 13:00:00,paypal
523,565,333,112.16,3.55,captured,2026-07-05 04:00:00,ach
524,566,448,570.77,16.85,captured,2025-10-03 00:00:00,wire
525,567,218,248.17,7.5,captured,2025-06-07 10:00:00,card
526,568,46,315.39,9.45,captured,2025-07-04 07:00:00,wire
527,571,352,70.96,2.36,captured,2025-05-15 03:00:00,wire
528,571,352,70.96,2.36,captured,2025-05-14 19:00:00,card
529,572,16,199.84,6.1,captured,2026-02-22 12:00:00,paypal
530,573,130,43.33,1.56,captured,2026-04-01 15:00:00,paypal
531,574,365,349.2,10.43,captured,2025-01-13 14:00:00,paypal
532,575,316,135.58,4.23,captured,2025-08-24 22:00:00,ach
533,577,348,192.26,5.88,captured,2026-04-27 12:00:00,wire
534,579,451,292.31,8.78,captured,2025-11-21 08:00:00,wire
535,580,413,184.95,5.66,captured,2025-05-20 01:00:00,paypal
536,582,13,185.91,5.69,captured,2026-08-10 12:00:00,card
537,583,196,447.92,13.29,captured,2026-08-28 05:00:00,paypal
538,584,11,338.68,10.12,captured,2025-04-11 09:00:00,wire
539,585,286,221.89,6.73,captured,2025-10-24 02:00:00,wire
540,586,302,356.34,10.63,captured,2026-04-01 09:00:00,card
541,587,171,291.79,8.76,captured,2025-07-02 12:00:00,ach
542,589,263,314.5,9.42,captured,2025-10-13 02:00:00,paypal
543,590,8,391.44,11.65,refunded,2025-07-30 12:00:00,ach
544,591,139,397.28,11.82,refunded,2026-07-26 11:00:00,card
545,592,484,81.6,2.67,captured,2026-01-04 12:00:00,ach
546,593,458,139.18,4.34,captured,2025-02-10 00:00:00,wire
547,594,317,117.5,3.71,captured,2025-03-06 11:00:00,ach
548,595,188,152.47,4.72,captured,2026-08-19 08:00:00,paypal
549,596,6,261.77,7.89,captured,2026-01-14 03:00:00,wire
550,597,326,214.31,6.51,captured,2026-06-13 12:00:00,paypal
551,600,79,129.78,4.06,captured,2026-08-17 07:00:00,paypal
552,601,416,410.95,12.22,refunded,2026-08-05 08:00:00,paypal
553,602,403,380.09,11.32,captured,2025-09-08 06:00:00,card
554,604,15,255.96,7.72,captured,2026-05-16 04:00:00,ach
555,607,381,309.11,9.26,captured,2026-05-07 20:00:00,paypal
556,609,10,278.3,8.37,captured,2025-09-19 22:00:00,ach
557,610,491,250.42,7.56,captured,2026-05-16 23:00:00,paypal
558,611,121,200.0,6.1,captured,2025-03-18 14:00:00,wire
559,612,40,162.94,5.03,captured,2025-04-10 11:00:00,ach
560,613,429,418.09,12.42,captured,2026-04-24 08:00:00,wire
561,614,360,77.88,2.56,captured,2026-08-20 14:00:00,ach
562,614,360,77.88,2.56,captured,2026-08-20 18:00:00,ach
563,615,135,304.59,9.13,captured,2025-09-14 05:00:00,paypal
564,616,240,424.18,12.6,captured,2026-06-11 03:00:00,ach
565,617,345,275.2,8.28,captured,2025-08-05 22:00:00,card
566,618,409,253.79,7.66,refunded,2025-11-09 18:00:00,wire
567,619,187,155.0,4.79,captured,2026-08-17 15:00:00,ach
568,620,108,221.7,6.73,captured,2025-08-23 00:00:00,paypal
569,621,8,146.61,4.55,captured,2026-06-23 11:00:00,card
570,623,408,72.02,2.39,captured,2026-03-28 10:00:00,wire
571,624,476,172.92,5.31,refunded,2025-02-16 00:00:00,ach
572,625,374,225.24,6.83,captured,2026-08-07 21:00:00,ach
573,627,121,152.76,4.73,captured,2025-06-26 01:00:00,card
574,628,122,26.5,1.07,captured,2025-10-24 18:00:00,paypal
575,628,122,26.51,1.07,captured,2025-10-25 05:00:00,paypal
576,629,230,67.96,2.27,captured,2025-09-28 01:00:00,paypal
577,630,482,216.36,6.57,captured,2025-08-20 10:00:00,ach
578,631,346,40.98,1.49,captured,2026-02-16 20:00:00,wire
579,632,218,236.21,7.15,captured,2025-03-11 22:00:00,paypal
580,633,369,406.28,12.08,captured,2026-01-22 09:00:00,ach
581,634,418,156.41,4.84,captured,2025-06-04 16:00:00,paypal
582,634,418,156.42,4.84,captured,2025-06-04 06:00:00,wire
583,635,202,360.74,10.76,captured,2026-04-29 00:00:00,wire
584,636,422,38.98,1.43,captured,2026-08-21 01:00:00,card
585,637,10,168.05,5.17,captured,2025-10-16 13:00:00,paypal
586,638,156,86.08,2.8,captured,2026-05-06 22:00:00,ach
587,639,85,56.21,1.93,captured,2025-07-16 04:00:00,ach
588,640,90,130.28,4.08,captured,2026-05-25 15:00:00,ach
589,641,102,498.21,14.75,captured,2025-11-21 22:00:00,card
590,642,184,540.43,15.97,refunded,2025-11-06 20:00:00,paypal
591,643,363,97.32,3.12,captured,2025-03-03 22:00:00,ach
592,644,296,191.83,5.86,captured,2026-02-09 03:00:00,ach
593,645,221,248.27,7.5,captured,2026-04-29 17:00:00,wire
594,646,249,153.08,4.74,captured,2025-11-03 06:00:00,paypal
595,647,92,318.41,9.53,captured,2025-04-08 11:00:00,wire
596,648,369,140.77,4.38,captured,2026-02-19 09:00:00,wire
597,649,378,126.83,3.98,captured,2026-01-16 03:00:00,paypal
598,650,275,111.33,3.53,captured,2026-06-11 12:00:00,ach
599,651,408,162.28,5.01,captured,2026-08-04 08:00:00,wire
600,652,403,25.76,1.05,captured,2025-05-31 06:00:00,wire
601,653,403,169.78,5.22,captured,2025-06-30 01:00:00,card
602,654,52,194.33,5.94,refunded,2026-08-04 02:00:00,wire
603,656,220,83.85,2.73,captured,2026-07-09 23:00:00,ach
604,657,29,221.47,6.72,captured,2025-04-06 20:00:00,wire
605,658,9,220.59,6.7,captured,2025-09-13 00:00:00,wire
606,659,66,216.08,6.57,refunded,2025-03-26 14:00:00,paypal
607,660,61,136.04,4.25,captured,2026-08-16 18:00:00,card
608,660,61,136.04,4.25,captured,2026-08-16 21:00:00,paypal
609,661,163,66.37,2.22,captured,2025-10-31 14:00:00,card
610,663,410,42.46,1.53,captured,2025-01-21 03:00:00,ach
611,665,86,81.46,2.66,captured,2025-11-23 11:00:00,card
612,666,191,183.83,5.63,captured,2025-01-28 08:00:00,paypal
613,666,191,183.83,5.63,captured,2025-01-28 23:00:00,ach
614,668,137,78.27,2.57,captured,2026-03-08 21:00:00,card
615,668,137,78.27,2.57,captured,2026-03-09 01:00:00,paypal
616,669,166,142.12,4.42,captured,2025-10-27 01:00:00,wire
617,670,336,62.93,2.12,captured,2026-04-22 08:00:00,wire
618,671,213,189.1,5.78,captured,2025-03-05 05:00:00,paypal
619,672,352,332.6,9.95,captured,2025-06-02 14:00:00,paypal
620,673,38,119.39,3.76,captured,2025-04-09 05:00:00,ach
621,673,38,119.39,3.76,captured,2025-04-09 08:00:00,wire
622,674,241,379.67,11.31,captured,2025-11-02 14:00:00,card
623,675,156,134.14,4.19,captured,2025-08-29 22:00:00,ach
624,676,145,158.67,4.9,captured,2025-11-26 12:00:00,card
625,678,151,648.71,19.11,refunded,2025-09-29 02:00:00,card
626,679,380,63.75,2.15,captured,2026-04-11 18:00:00,ach
627,681,447,326.8,9.78,captured,2026-04-26 05:00:00,ach
628,682,182,323.06,9.67,captured,2025-05-15 12:00:00,ach
629,683,264,109.96,3.49,captured,2026-06-13 06:00:00,paypal
630,685,460,284.39,8.55,captured,2025-09-30 01:00:00,wire
631,686,322,120.19,3.79,captured,2025-02-16 05:00:00,ach
632,688,448,113.7,3.6,captured,2026-01-16 19:00:00,wire
633,689,498,199.33,6.08,captured,2025-07-28 07:00:00,paypal
634,690,128,200.0,6.1,captured,2026-01-22 03:00:00,card
635,691,165,392.61,11.69,captured,2026-05-16 12:00:00,paypal
636,692,122,271.05,8.16,captured,2026-08-05 00:00:00,ach
637,693,251,75.33,2.48,captured,2025-09-01 14:00:00,paypal
638,694,450,80.02,2.62,captured,2026-08-24 08:00:00,wire
639,695,370,302.23,9.06,captured,2025-05-31 21:00:00,paypal
640,697,237,624.58,18.41,captured,2025-03-28 22:00:00,wire
641,698,365,625.86,18.45,captured,2025-11-26 05:00:00,card
642,699,234,74.12,2.45,captured,2026-02-14 22:00:00,ach
643,700,445,236.8,7.17,refunded,2025-01-26 21:00:00,card
644,702,333,158.85,4.91,captured,2025-06-19 18:00:00,paypal
645,702,333,158.86,4.91,captured,2025-06-20 01:00:00,ach
646,703,340,419.57,12.47,captured,2026-05-11 13:00:00,card
647,704,372,217.36,6.6,captured,2025-10-17 13:00:00,wire
648,705,240,129.28,4.05,captured,2025-03-07 20:00:00,wire
649,706,194,248.04,7.49,captured,2025-01-25 09:00:00,ach
650,707,208,350.78,10.47,captured,2025-01-17 18:00:00,wire
651,708,470,332.96,9.96,captured,2025-01-25 12:00:00,card
652,709,55,148.52,4.61,captured,2025-10-23 13:00:00,card
653,710,352,124.36,3.91,captured,2025-07-18 02:00:00,card
654,711,481,209.29,6.37,captured,2025-05-08 11:00:00,wire
655,712,36,154.96,4.79,refunded,2025-08-24 05:00:00,paypal
656,713,309,349.19,10.43,captured,2025-09-24 16:00:00,paypal
657,714,298,161.91,5.0,captured,2025-12-20 22:00:00,paypal
658,715,168,205.14,6.25,captured,2025-11-02 03:00:00,card
659,716,48,185.27,5.67,captured,2026-07-23 12:00:00,ach
660,717,339,69.68,2.32,captured,2025-08-18 04:00:00,card
661,718,262,117.99,3.72,captured,2025-08-27 06:00:00,card
662,719,376,604.75,17.84,captured,2025-09-09 22:00:00,wire
663,720,45,344.06,10.28,refunded,2025-02-02 05:00:00,wire
664,721,468,154.18,4.77,captured,2026-04-02 16:00:00,paypal
665,722,314,318.79,9.54,refunded,2025-11-25 04:00:00,wire
666,723,222,380.02,11.32,captured,2025-08-31 23:00:00,wire
667,724,229,82.39,2.69,captured,2025-08-07 12:00:00,paypal
668,724,229,82.4,2.69,captured,2025-08-07 21:00:00,wire
669,725,476,272.31,8.2,captured,2025-11-13 20:00:00,paypal
670,727,291,74.51,2.46,captured,2025-09-01 18:00:00,ach
671,728,325,150.34,4.66,captured,2025-09-21 10:00:00,card
672,729,157,253.88,7.66,captured,2025-03-26 05:00:00,paypal
673,729,157,253.88,7.66,captured,2025-03-26 00:00:00,wire
674,730,126,600.85,17.72,captured,2025-07-15 15:00:00,ach
675,731,376,346.17,10.34,captured,2026-04-01 02:00:00,ach
676,732,160,113.91,3.6,captured,2026-03-18 11:00:00,paypal
677,733,18,22.34,0.95,captured,2026-05-05 20:00:00,card
678,734,242,101.37,3.24,captured,2025-10-30 16:00:00,wire
679,735,6,72.75,2.41,captured,2026-07-03 01:00:00,card
680,736,284,428.53,12.73,refunded,2025-12-04 05:00:00,paypal
681,737,323,37.78,1.4,refunded,2025-03-23 09:00:00,wire
682,739,304,115.83,3.66,captured,2025-10-30 07:00:00,ach
683,739,304,115.83,3.66,captured,2025-10-31 02:00:00,ach
684,740,176,199.06,6.07,captured,2025-08-16 09:00:00,wire
685,741,322,252.77,7.63,captured,2025-03-08 04:00:00,card
686,741,322,252.77,7.63,captured,2025-03-07 17:00:00,wire
687,742,296,293.15,8.8,captured,2025-01-30 20:00:00,wire
688,743,371,147.64,4.58,captured,2026-01-11 09:00:00,wire
689,744,462,421.21,12.52,captured,2026-04-05 07:00:00,wire
690,745,49,152.78,4.73,captured,2025-05-17 01:00:00,wire
691,746,359,418.56,12.44,refunded,2025-06-02 08:00:00,ach
692,747,403,110.87,3.52,captured,2025-11-23 01:00:00,ach
693,749,202,33.54,1.27,captured,2026-05-24 16:00:00,ach
694,751,187,194.28,5.93,captured,2025-08-10 02:00:00,wire
695,752,440,531.67,15.72,captured,2025-12-19 03:00:00,wire
696,753,164,152.4,4.72,captured,2025-04-12 06:00:00,paypal
697,754,219,57.27,1.96,captured,2025-07-12 18:00:00,card
698,755,293,273.3,8.23,refunded,2025-11-21 06:00:00,paypal
699,756,127,133.47,4.17,captured,2026-08-09 14:00:00,wire
700,757,349,162.19,5.0,captured,2026-05-29 23:00:00,paypal
701,757,349,162.19,5.0,refunded,2026-05-30 00:00:00,card
702,758,262,94.54,3.04,captured,2026-01-21 19:00:00,wire
703,760,93,192.29,5.88,captured,2026-07-19 04:00:00,paypal
704,761,14,146.89,4.56,captured,2025-03-23 09:00:00,card
705,762,292,445.82,13.23,refunded,2025-07-03 09:00:00,paypal
706,763,401,307.13,9.21,captured,2025-09-20 07:00:00,card
707,764,496,113.59,3.59,captured,2025-12-01 10:00:00,card
708,765,330,278.24,8.37,captured,2026-02-15 16:00:00,wire
709,766,485,303.38,9.1,captured,2025-09-11 22:00:00,ach
710,767,495,160.77,4.96,refunded,2026-07-28 12:00:00,paypal
711,768,307,336.73,10.07,captured,2025-09-11 04:00:00,card
712,771,317,192.4,5.88,captured,2025-04-07 21:00:00,paypal
713,772,408,140.43,4.37,captured,2025-05-15 15:00:00,paypal
714,773,114,114.78,3.63,captured,2025-01-02 05:00:00,ach
715,775,215,180.56,5.54,captured,2026-01-17 07:00:00,ach
716,776,437,174.01,5.35,captured,2026-06-02 00:00:00,wire
717,778,450,82.52,2.69,captured,2025-03-06 04:00:00,paypal
718,779,337,376.3,11.21,captured,2025-07-19 22:00:00,card
719,780,115,138.52,4.32,captured,2025-01-13 14:00:00,ach
720,781,75,431.1,12.8,refunded,2025-07-04 20:00:00,wire
721,782,80,97.48,3.13,captured,2025-03-04 16:00:00,paypal
722,783,188,556.08,16.43,captured,2025-05-11 19:00:00,ach
723,784,22,163.05,5.03,captured,2026-01-24 18:00:00,card
724,786,330,214.65,6.52,captured,2025-05-28 10:00:00,wire
725,787,373,78.55,2.58,captured,2026-08-21 08:00:00,ach
726,789,401,118.65,3.74,captured,2025-03-17 00:00:00,paypal
727,790,497,125.29,3.93,captured,2025-01-07 03:00:00,wire
728,792,427,208.35,6.34,captured,2026-03-12 04:00:00,ach
729,795,206,265.72,8.01,captured,2025-11-17 22:00:00,card
730,796,260,175.87,5.4,captured,2025-01-31 05:00:00,card
731,797,457,300.93,9.03,refunded,2026-09-01 07:00:00,wire
732,798,226,162.55,5.01,captured,2026-06-13 08:00:00,ach
733,798,226,162.55,5.01,captured,2026-06-13 14:00:00,card
734,799,304,275.21,8.28,captured,2026-03-12 08:00:00,paypal
735,800,321,215.65,6.55,captured,2026-07-15 07:00:00,card
736,801,93,228.43,6.92,captured,2025-06-21 01:00:00,paypal
737,802,12,329.97,9.87,captured,2025-11-24 17:00:00,ach
738,803,348,101.57,3.25,captured,2025-11-22 17:00:00,paypal
739,803,348,101.57,3.25,captured,2025-11-22 07:00:00,ach
740,804,398,127.81,4.01,refunded,2025-06-22 15:00:00,paypal
741,805,292,177.92,5.46,captured,2026-08-29 03:00:00,card
742,806,329,64.57,2.17,captured,2025-12-10 06:00:00,wire
743,807,34,56.23,1.93,captured,2026-07-13 21:00:00,card
744,808,86,357.24,10.66,captured,2025-07-10 01:00:00,wire
745,809,369,482.96,14.31,captured,2025-10-29 21:00:00,wire
746,810,318,166.49,5.13,captured,2026-07-21 15:00:00,ach
747,811,99,261.33,7.88,captured,2025-04-20 08:00:00,ach
748,812,300,41.93,1.52,captured,2025-11-27 19:00:00,ach
749,813,18,270.1,8.13,captured,2026-04-30 09:00:00,card
750,815,14,532.36,15.74,captured,2026-04-03 00:00:00,card
751,816,419,146.87,4.56,captured,2026-01-07 19:00:00,ach
752,817,112,85.55,2.78,captured,2025-01-08 07:00:00,ach
753,818,127,26.78,1.08,captured,2025-06-28 20:00:00,wire
754,818,127,26.78,1.08,captured,2025-06-28 11:00:00,paypal
755,820,408,227.99,6.91,captured,2025-11-02 23:00:00,paypal
756,822,92,366.52,10.93,captured,2026-06-21 02:00:00,card
757,823,55,228.77,6.93,captured,2025-07-28 22:00:00,paypal
758,823,55,228.77,6.93,captured,2025-07-29 03:00:00,wire
759,824,198,154.37,4.78,captured,2025-08-22 04:00:00,ach
760,825,291,39.31,1.44,captured,2025-09-05 11:00:00,ach
761,826,247,197.29,6.02,captured,2025-07-28 12:00:00,ach
762,827,449,413.02,12.28,captured,2025-11-04 01:00:00,card
763,828,403,163.77,5.05,captured,2026-08-05 01:00:00,paypal
764,829,131,286.11,8.6,captured,2026-08-30 20:00:00,paypal
765,830,451,84.09,2.74,captured,2025-07-23 08:00:00,card
766,831,231,243.63,7.37,captured,2025-08-15 12:00:00,card
767,832,9,147.74,4.58,captured,2026-06-08 17:00:00,wire
768,832,9,147.74,4.58,captured,2026-06-09 03:00:00,card
769,833,426,202.76,6.18,refunded,2025-12-17 07:00:00,wire
770,834,369,628.84,18.54,captured,2025-04-20 15:00:00,paypal
771,836,439,322.44,9.65,captured,2026-04-28 00:00:00,wire
772,837,453,308.31,9.24,captured,2025-09-05 00:00:00,ach
773,838,478,233.53,7.07,refunded,2026-01-10 00:00:00,wire
774,841,279,91.66,2.96,captured,2026-08-18 01:00:00,paypal
775,842,87,441.55,13.1,captured,2025-02-09 17:00:00,paypal
776,843,341,635.97,18.74,captured,2025-03-14 06:00:00,paypal
777,844,250,205.13,6.25,refunded,2025-07-02 20:00:00,paypal
778,845,440,195.46,5.97,captured,2025-01-15 20:00:00,ach
779,846,451,300.9,9.03,captured,2026-02-05 18:00:00,paypal
780,847,159,147.98,4.59,captured,2025-11-16 07:00:00,paypal
781,848,158,82.27,2.69,captured,2025-08-08 14:00:00,card
782,849,16,72.37,2.4,captured,2026-08-24 12:00:00,wire
